nct_id	disease	type	txt
NCT01642771	bc	inclusion	Women at childbearing age should take contraception measures during treatment;
NCT01642771	bc	inclusion	Informed consent form signed. -
NCT01642771	bc	exclusion	Bilateral breast cancer or carcinoma in situ (DCIS / LCIS);
NCT01642771	bc	exclusion	Metastasis at any location;
NCT01642771	bc	inclusion	Cardiac function: echocardiographic examination showed LEVF> 50%;
NCT01642771	bc	exclusion	Any of ER, PR or Her-2 is positive;
NCT01642771	bc	exclusion	Contralateral breast clinically or radiologically suspected to be malignant but not confirmed which needs a biopsy;
NCT01642771	bc	exclusion	Previous neoadjuvant therapy, including chemotherapy, radiotherapy and hormone therapy;
NCT01642771	bc	exclusion	Any tumor > T4a (UICC1987) (accompanied by skin involvement, lump adhesion and fixation, inflammatory breast cancer);
NCT01642771	bc	inclusion	White blood cell count> 4 × 10^9/l, neutrophil count> 2 × 10^9/l, platelet count> 100 × 10^9/l and hemoglobin 9g/dl);
NCT01642771	bc	inclusion	ASAT and ALAT <1.5 folds of the upper limit of normal values, alkaline phosphatase <2.5 folds of the upper limit of normal values, total bilirubin <1.5 folds of the upper limit of normal values;
NCT01642771	bc	inclusion	Serum creatinine <1.5 folds of the upper limit of normal value;
NCT01642771	bc	exclusion	Suffering from severe cardiovascular and cerebrovascular diseases within six months before the randomization (such as: unstable angina, chronic heart failure, uncontrollable high blood pressure > 150/90mmHg, myocardial infarction or brain vascular accident);
NCT01642771	bc	exclusion	Known allergic to taxane and anthracycline agents;
NCT01642771	bc	exclusion	Women at childbearing age refuse to take contraception measures during the treatment and 8 weeks after completion of treatment;
NCT01642771	bc	exclusion	Pregnant and breast-feeding women;
NCT01642771	bc	exclusion	Pregnancy test showed positive results before drug administration after enrolling in to the study;
NCT01642771	bc	exclusion	With mental illness and cognitive impairment, unable to understand trial protocol and side effects and complete trial protocol and follow-ups (systematic evaluation is required before recruiting into this study);
NCT01642771	bc	exclusion	Without personal freedom and independent civil capacity.
NCT01642771	bc	inclusion	No relevant clinical or imaging evidence of metastasis showing in the preoperative examination (M0);
NCT01642771	bc	inclusion	Without peripheral neuropathy;
NCT01642771	bc	exclusion	Previously suffering from malignant tumors (except for basal cell carcinoma and cervical carcinoma in situ), including contralateral breast cancer;
NCT01642771	bc	exclusion	Already enrolled into other clinical trials;
NCT01642771	bc	exclusion	Severe systemic disease and/or uncontrollable infection, unable to be enrolled in this study
NCT01642771	bc	exclusion	LEVF <50% (echocardiography);
NCT01642771	bc	inclusion	Female aged 18 - 70 years old;
NCT01642771	bc	inclusion	Histological confirmed with unilateral invasive carcinoma (all pathological types are applicable);
NCT01642771	bc	inclusion	Newly diagnosed conditions allowing direct surgery without any absolute contraindication for surgery;
NCT01642771	bc	inclusion	No mass or microscopic tumor residue after surgery resection;
NCT01642771	bc	inclusion	Initiate adjuvant chemotherapy within 30 days after surgery;
NCT01642771	bc	inclusion	Axillary lymph node positive (including the sentinel lymph node positive and lymph node positive after axillary dissection), for example, axillary lymph node negative requires that primary tumor size must be greater than 1cm;
NCT01642771	bc	inclusion	Definite reports on ER/PR/Her2 receptor showing all ER/PR/Her2 negative (specific definitions: immunohistochemical detection of ER <10% tumor cells is defined as ER negative, PR <10% positive tumor cells is defined as PR-negative, Her2 is 0~1+ or 2+ but determined negative via FISH or CISH detected (no amplification) is defined as Her2 negative);
NCT01642771	bc	inclusion	ECOG performance score is 0 or 1;
NCT01642771	bc	inclusion	Postoperative recovery was good and an interval of at least one week since the surgery is necessary;
NCT01654549	fl	exclusion	Alcohol use (more than 20 gram per day in men and 10 gram per day in women per day), diabetes mellitus, heart disease (ischemic or congestive), hepatic disease (viral hepatitis, autoimmune hepatitis, wilson disease, hemochromatosis, liver mass lesion), renal disease (serum creatinine concentration of > 1.5 mg/dl), any severe systemic co-morbidities, neoplasm, using any medication during the past 3 months, previous history of peptic ulcer, previous history of H.pylori eradication, existence of alarm signs (weight loss, dysphagia, anemia, vomiting, positive family history of gastrointestinal cancers), and pregnant or lactating women.
NCT01654549	fl	inclusion	Dyspeptic patients with positive antibody to H.pylori and persistent elevated aminotransferase levels with the evidence of fatty liver in ultrasonography, who were referred to a gastroenterology clinic.
NCT01662882	alz	exclusion	congenital heart disease;
NCT01662882	alz	exclusion	clinically significant abnormal result on ECG, including but not limited to QTc > 450 msec. Before enrolling a subject with any of the above conditions, the investigator must contact the sponsor. 12. History of drug or alcohol abuse within the last year, or prior prolonged history of abuse; 13. Clinically significant infectious disease, including Acquired Immune Deficiency Syndrome (AIDS) or Human Immunodeficiency Virus (HIV) infection or previous positive test for hepatitis; 14. Females of childbearing potential who are not surgically sterile, not refraining from sexual activity or not using reliable methods of contraception. Females of childbearing potential must not be pregnant (negative serum beta-hCG at the time of screening and negative urine beta-hCG on the day of imaging) or breastfeeding at screening. Females must agree to avoid becoming pregnant, and must agree to refrain from sexual activity or to use reliable contraceptive methods such as prescribed birth control or IUD for 24 hours following administration of florbetapir (18F); 15. Subjects who, in the opinion of the investigator, are otherwise unsuitable for a study of this type; 16. History of relevant severe drug allergy or hypersensitivity; 17. Subjects who have received an investigational medication within the last 30 days. Additionally, the time between the last dose of the previous experimental medication and enrollment (completion of screening assessments) must be at least equal to 5 times the terminal half-life of the previous experimental medication. Subjects who have ever participated in an experimental study with an amyloid targeting therapy (e.g., immunotherapy, secretase inhibitor) may not be enrolled unless it can be demonstrated that the subject received only placebo in the course of the trial; 18. Subjects with current clinically significant medical comorbidities, as indicated by history, physical exam, ECG (including but not limited to QTc>450 msec) or laboratory evaluations, that might pose a potential safety risk, interfere with the absorption or metabolism of the study medication or limit interpretation of the trial results. These include but are not limited to clinically significant hepatic, renal, pulmonary, metabolic or endocrine disease, cancer, HIV infection and AIDS; 19. Subjects who have known hypersensitivity to alcohol; and 20. Subjects who received a radiopharmaceutical for imaging or therapy within the past 7 days prior to the imaging session for this study.
NCT01662882	alz	exclusion	Cerebral infection including abscess, syphilis, meningitis, encephalitis or AIDS;
NCT01662882	alz	exclusion	uncontrolled high blood pressure;
NCT01662882	alz	exclusion	Significant endocrine or metabolic disease; e.g., thyroid, parathyroid, or pituitary disease, Cushing's syndrome, or severe renal failure; or
NCT01662882	alz	exclusion	A history of a significant cerebrovascular event resulting in a physical or neurologic deficit that may confound the assessment of the subject's intellectual function;
NCT01662882	alz	exclusion	Multiple focal signs on neurologic examination indicative of multiple ischemic episodes;
NCT01662882	alz	exclusion	Primary or metastatic cerebral neoplasia;
NCT01662882	alz	exclusion	coronary artery disease that required an increase in medication within the last 3 months;
NCT01662882	alz	exclusion	decompensated congestive heart failure;
NCT01662882	alz	exclusion	significant cardiac arrhythmia or conduction disturbance, particularly those resulting in atrial or ventricular fibrillation, or causing syncope, near syncope, or other alterations in mental status;
NCT01662882	alz	exclusion	severe mitral or aortic valvular disease;
NCT01662882	alz	exclusion	Acute cerebral trauma or post-traumatic brain injury, subdural hematoma, or injuries secondary to chronic trauma (e.g. sequela from boxing);
NCT01662882	alz	exclusion	Hypoxic cerebral damage regardless of etiology; e.g. cognitive or neurological deficits resulting from cardiac arrest or cardiac surgery, anesthesia, or severe self-poisoning episode, secondary to severe hypovolemia (orthostatic hypotension should not lead to exclusion);
NCT01662882	alz	exclusion	Vitamin deficiency states documented by medical history such as folate, vitamin B 12 and other B complex deficiencies; e.g. thiamin deficiency in Korsakoff's syndrome. (Note: subjects taking regular B12 and folate are not necessarily excluded);
NCT01662882	alz	exclusion	Extensive periventricular white matter disease. Leukoaraiosis (periventricular white matter, low attenuation) should be distinguished from multiple infarctions. Leukoaraiosis is common in normal individuals and patients with AD. White matter deterioration should not result in exclusion unless it is abnormal and widespread, e.g., Binswanger's disease; 7. Any evidence on screening MRI, computed tomography (CT), or other biomarker studies that suggests an alternate etiology (other than probable AD in subjects with AD) for cognitive deficit; or in the case of cognitively normal controls any evidence on screening MRI, CT, or other biomarker studies that suggests the presence of AD pathology; 8. Current clinically significant psychiatric disease, as judged by Diagnostic and Statistical Manual of Mental Disorders, 4th Edition (DSM-IV) criteria, particularly current major depression or schizophrenia. Subjects with dementia who are experiencing behavioral disturbances that may require treatment with psychotropic medications may be entered only after discussion and with the approval of the sponsor. The investigator and sponsor should carefully consider whether subjects with behavioral dysfunction will be able to complete the imaging session; 9. History of epilepsy or convulsions, except for febrile convulsions during childhood; 10. Clinically significant hepatic, renal, pulmonary, metabolic, or endocrine disturbances; 11. Current clinically significant cardiovascular disease. Clinically significant cardiovascular disease usually includes one or more of the following:
NCT01662882	alz	exclusion	One or more of the following findings on a MRI scan:
NCT01662882	alz	exclusion	Multiple (two or more) infarcts or white matter lacunes;
NCT01662882	alz	exclusion	A single large infarct or a strategically placed infarct in the angular gyrus, the thalamus, the basal forebrain, the posterior cerebral artery (PCA) or anterior cerebral artery (ACA) territory;
NCT01662882	alz	exclusion	cardiac surgery or myocardial infarction within the last 6 months;
NCT01662882	alz	exclusion	unstable angina;
NCT01662882	alz	inclusion	Subjects who meet all of the following criteria are eligible to enroll in the arm of this trial reserved for subjects with AD: 1. Japanese males or females at least 50 years of age, with probable AD according to the NINCDS-ADRDA criteria (McKhann et al., 1984); 2. Subjects with mild/moderate dementia as evidenced by a MMSE score ranging from 10 to 24, boundaries included, at screening; 3. Subjects whose history of cognitive decline has been gradual in onset and progressive over a period of at least 6 months. Evidence should be present indicating sustained memory deterioration in an otherwise cognitively normal subject, plus additional impairment in another cognitive function such as: orientation, judgment and problem solving, or functioning in personal care; 4. Subjects who live with or have regular visits from a responsible caregiver willing to provide information about the subject's cognitive status; and 5. Subjects who signed an Institutional Review Board/Independent Ethics Committee (IRB/IEC) approved informed consent prior to any study procedures. If the subject is incapable of giving informed consent, the caregiver may consent on behalf of the subject (the subject must still confirm assent). Subjects who meet all of the following criteria are eligible to enroll in the arm of this trial reserved for subjects with mild cognitive impairment: 1. Japanese males or females at least 50 years of age; 2. Subjects with complaint of memory or cognitive decline corroborated by an informant; 3. Subjects with a Clinical Dementia Rating (CDR) of 0.5; 4. Subjects with objective cognitive impairment or marginally normal cognition with a documented history of high cognitive performance; 5. Have no obvious causes for their cognitive impairment (e.g., onset coincides with recent head trauma or stroke); 6. Have sufficiently preserved general cognition and functional performance such that a diagnosis of AD cannot be made at the time of the screening visit; 7. Subjects with essentially normal ADL; 8. Subjects who are not demented; 9. Subjects with an MMSE score > 24; 10. Subjects who are presenting for initial diagnosis of cognitive impairment or who have presented for initial diagnosis of cognitive impairment within the past year; 11. Subjects who live with or have regular visits from a responsible caregiver willing to provide information about the subject's cognitive status; and 12. Subjects who signed an IRB/IEC approved informed consent prior to any study procedures. Subjects who meet all of the following criteria are eligible to enroll in the arm of this trial reserved for cognitively normal volunteers: 1. Japanese males or females at least 50 years of age; 2. Subjects with an MMSE score >= 29, and are cognitively normal based on history and psychometric test battery at screening; 3. Subjects who live with or have a reliable person who can verify their cognitive status; and 4. Subjects who signed an IRB/IEC approved informed consent prior to any study procedures.
NCT01662882	alz	exclusion	Subjects with any of the following are ineligible to enroll in this trial: 1. A documented diagnosis of MCI for greater than 1 year (for subjects considered for the MCI group); 2. Neurodegenerative disorders other than AD, including, but not limited to Parkinson's disease, Pick's disease, frontotemporal dementia, Huntington's chorea, Down's syndrome, Creutzfeldt-Jacob disease, normal pressure hydrocephalus, and progressive supranuclear palsy; 3. Have had or currently have a diagnosis of other dementing / neurodegenerative disease (e.g. Parkinson's disease, dementia with Lewy bodies, Lewy body variant AD, etc.); 4. Have had or currently have a diagnosis of mixed dementia; 5. Cognitive impairment resulting from:
NCT01662882	alz	exclusion	Mental retardation. Before enrolling a subject with past or current history of any of the above conditions, the investigator must contact the sponsor to discuss whether the condition could have contributed to the cognitive impairment. 6. Clinically significant infarct or possible multi-infarct dementia as defined by the NINCDS criteria, including:
NCT01672671	bc	inclusion	1. Female patients, age ≥18 years≤75; 2. Histologically confirmed invasive ER-, PR-, and HER2-negative (triple- negative) adenocarcinoma of the breast; 3. Clinical stage T1-2, N0-1, M0.
NCT01672671	bc	exclusion	1. Previous treatment for this breast cancer 2. History of malignancy treated with curative intent within the previous 5 years with the exception of skin cancer, cervical carcinoma in situ, or follicular thyroid cancer. Patients with previous invasive cancers (including breast cancer) are eligible if the treatment was completed more than 5 years prior to initiating current study treatment, and there is no evidence of recurrent disease 3. Pregnancy or breast-feeding
NCT01677455	bc	inclusion	Documented HER2 and hormonal receptor status per protocol, ER/PR+ patients must be refractory to at least one prior hormonal treatment.
NCT01677455	bc	inclusion	ECOG Performance status 0-1.
NCT01677455	bc	inclusion	Adequate hematological function per protocol.
NCT01677455	bc	inclusion	Adequate hepatic function per protocol.
NCT01677455	bc	inclusion	Adequate renal function per protocol.
NCT01677455	bc	inclusion	Measurable disease per RECIST (1.1).
NCT01677455	bc	inclusion	Ability to understand and sign written consent and to comply with the study protocol.
NCT01677455	bc	exclusion	Presence of active or untreated CNS metastases as determined by MRI/CT scan performed during screening.
NCT01677455	bc	exclusion	Active malignancies other than MBC within the last 5 years except adequately treated in situ carcinoma of the cervix uteri or basal or squamous cell carcinoma of the skin.
NCT01677455	bc	inclusion	Negative serum pregnancy test at study entry for patients of childbearing potential.
NCT01677455	bc	inclusion	Pathologically confirmed diagnosis of invasive breast cancer.
NCT01677455	bc	inclusion	Stage IV disease.
NCT01677455	bc	exclusion	Prior radiotherapy to the only area of measurable disease. NOTE: Radiotherapy to a limited area other than the sole site of measurable disease is allowed, if received prior to initiation of ganetespib treatment. Patients must have completed treatment and recovered from all acute treatment-related toxicities prior to administration of first dose of ganetespib.
NCT01677455	bc	exclusion	Pregnancy or lactation.
NCT01677455	bc	exclusion	Known serious cardiac illness.
NCT01677455	bc	exclusion	Uncontrolled intercurrent illness per protocol.
NCT01677455	bc	exclusion	Other severe acute or chronic medical condition or abnormality that may increase the risk associated with study participation or study drug administration, or may interfere with the interpretation of study results, or that in the judgment of the investigator would make the patient inappropriate for entry into the study.
NCT01677455	bc	exclusion	Bone as the only site of metastatic disease from breast cancer.
NCT01679197	fl	exclusion	Very poorly controlled diabetes; HbA1c >10%
NCT01679197	fl	exclusion	Inability to give informed consent.
NCT01679197	fl	exclusion	Presence of ESRD, any type of active cancer, or >class 2 congestive heart failure ((New York Heart Association Functional Classification System), based on medical history and physical examination.
NCT01679197	fl	exclusion	Active infection (may be transient).
NCT01679197	fl	exclusion	Has known allergies to E. coli-derived proteins or hypersensitivity to any component of metreleptin treatment.
NCT01679197	fl	exclusion	Any other condition in the opinion of the investigators that may impede successful data collection.
NCT01679197	fl	inclusion	If ≥ 18 years of age, is able to read, understand and sign the U of M IRBMED approved informed consent form (ICF), communicate with study physician and study team, understand and comply with protocol requirements.
NCT01679197	fl	inclusion	If < 18 and ≥ 7 years of age, is able to read, understand and sign the appropriate U of M IRBMED approved assent form and has a parent or legal guardian that is able to read, understand and sign the ICF.
NCT01679197	fl	inclusion	If < 7 and ≥ 5 years of age or unable to read, the appropriate assent form must be explained to the child.
NCT01679197	fl	inclusion	If previously treated with thiazolidinediones or Vitamin E, stable dose of these medications for at least 3 months.
NCT01679197	fl	exclusion	Presence of advanced liver disease (as evidenced by abnormal synthetic function, abnormal PT or albumin).
NCT01679197	fl	inclusion	Is male or female ≥ 5 years old at baseline.
NCT01679197	fl	inclusion	Is male, female not of childbearing potential, or meets all the following criteria if female of childbearing potential (including perimenopausal women who have had a menstrual period within one year):
NCT01679197	fl	inclusion	Not breastfeeding
NCT01679197	fl	inclusion	Negative pregnancy test result (human chorionic gonadotropin, beta subunit [βhCG]) at baseline (not applicable to hysterectomized females).
NCT01679197	fl	inclusion	Must practice and be willing to continue to practice appropriate birth control (defined as a method which results in a low failure rate when use consistently and correctly, such as implants, injectables, oral contraceptives, some intrauterine contraceptive devices, sexual abstinence, tubal ligation, or a vasectomized partner) during the entire duration of metreleptin treatment.
NCT01679197	fl	inclusion	Has physician-confirmed lipodystrophy as defined by evidence of generalized (whole body) or partial (limbs) loss of body fat outside the range of normal variation.
NCT01679197	fl	inclusion	Alcohol consumption of less than 40 grams/week.
NCT01679197	fl	inclusion	A liver ultrasound confirming non-alcoholic fatty liver disease, or previous liver biopsy confirming NASH status.
NCT01679197	fl	exclusion	Evidence of other etiologies of viral hepatitis.
NCT01679197	fl	exclusion	Presence of clinically significant hematologic abnormalities (such as neutropenia and/or lymphadenopathy).
NCT01679197	fl	exclusion	Presence of HIV infection.
NCT01694849	fl	exclusion	Pregnant or lactating females.
NCT01694849	fl	inclusion	For patients with Type 2 Diabetes, glycemia must be controlled (Glycosylated Haemoglobin A1c ≤8.5%). If glycemia is controlled by anti-diabetic drugs, qualitative change is not permitted within 6 months prior to randomization and should be avoided during the study. Treatments with metformin, Dipeptidyl Peptidase 4 inhibitors, Glucagon-like peptide-1 agonists, sulfamides, insulin are authorized. Sulfamides and insulin are permitted if glycemia is self-monitored by the patient.
NCT01694849	fl	exclusion	Known heart failure (Grade I to IV of New York Heart Association classification).
NCT01694849	fl	exclusion	Weight loss of more than 5% within 6 months prior to randomization.
NCT01694849	fl	exclusion	History of bariatric surgery.
NCT01694849	fl	exclusion	Uncontrolled Blood Pressure.
NCT01694849	fl	exclusion	Type 1 diabetes patients.
NCT01694849	fl	exclusion	Patients who had an acute cardiovascular episode within the 6 months prior to screening, or with a history of coronary angioplasty, history of stroke, Transient Ischemic Attack, Coronary Heart Disease.
NCT01694849	fl	exclusion	Compensated and uncompensated cirrhosis. Notably, NASH patients with fibrosis stage = 4 according to the NASH CRN fibrosis staging system are excluded.
NCT01694849	fl	exclusion	Known alcohol and/or any other drug abuse or dependence in the last five years.
NCT01694849	fl	inclusion	Males or females (females must be either of non-child bearing potential or using an efficient double contraception). For male participants, contraceptive measures must be taken during the study, either by the male participant or his female partner.
NCT01694849	fl	exclusion	Other well documented causes of chronic liver disease
NCT01694849	fl	exclusion	Known intolerance or contra-indication to the list of excipients of GFT505.
NCT01694849	fl	exclusion	Evidence of any other unstable or, untreated clinically significant immunological, neoplastic, endocrine, haematological, gastrointestinal, neurological or psychiatric disorder.
NCT01694849	fl	exclusion	Positive HBsAg (Hepatitis B Surface Antigen), Positive anti-HIV, positive HCV-RNA (Hepatitis C Virus).
NCT01694849	fl	exclusion	Uncontrolled hypothyroidism defined as Thyroid Stimulating Hormone > 2X the upper limit of normal (ULN). Thyroid dysfunction controlled for at least 6 months prior to screening is permitted.
NCT01694849	fl	exclusion	Significant renal disease, including nephritic syndrome, chronic renal failure (defined as creatinine clearance < 60 mL/mn and serum creatinine >180 μmol/L).
NCT01694849	fl	exclusion	Unexplained serum creatine phosphokinase (CPK) > 3X the upper limit of normal (ULN). Patients with a reason for CPK elevation may have the measurement repeated prior to randomization; a CPK retest > 3X ULN leads to exclusion.
NCT01694849	fl	inclusion	For hypertensive patients, hypertension must be controlled by stable dose of anti-hypertensive medication for at least 2 months prior to screening (and the stable dose can be maintained throughout the study).
NCT01694849	fl	inclusion	Patients treated with vitamin E (>400IU/d), or Polyunsaturated fatty acids (>2g/day)or Ursodeoxycholic acid can be included if drugs are stopped at least 3 months prior to diagnostic liver biopsy and up to the end of the study.
NCT01694849	fl	inclusion	Body Mass Index ≤ 45 kg/m².
NCT01694849	fl	inclusion	Patients agree to have one liver biopsy during the screening period for diagnostic purpose (if no historical biopsy within 6 months before randomization is available) and one at the end of the treatment period for assessment of the treatment effects.
NCT01694849	fl	inclusion	Histological confirmation of steatohepatitis on a diagnostic liver biopsy. Histological diagnostic is confirmed by central reading of the slides (steatosis > 5% + lobular inflammation, any grade + ballooning, any amount).
NCT01703260	fl	inclusion	1. In the opinion of the investigator, the patient is capable of understanding and complying with protocol requirements. 2. The patient or, when applicable, the patient's legally acceptable representative signs and dates a written, informed consent form and any required privacy authorization prior to the initiation of any study procedures. 3. Has a historical diagnosis of NASH, established no more than 12 months prior to study entry based on histology (liver biopsy). 4. Has a NAFLD Activity Score (NAS) of ≥3, with a score of at least 1 in steatosis and lobular inflammation - the subcomponents of NAS. It is acceptable if the score for hepatocyte ballooning is "zero". 5. The subject has a MRI determined liver fat fraction of equal or higher than 7 percent. 6. The subject is female or male and aged 18 to 80 years, inclusive. 7. A male who is nonsterilized and sexually active with a female partner of childbearing potential agrees to use adequate contraception from signing of informed consent throughout the duration of the study and for 30 weeks after last dose. 8. A female of childbearing potential who is sexually active with a nonsterilized male partner agrees to use routinely adequate contraception from signing of informed consent throughout the duration of the study and for 30 days after last dose. 9. If taking Vitamin E and/or pentoxifylline, the subject has been receiving a stable dose for 6 months prior to randomization, started Vitamin E and/or pentoxifylline therapy prior to the qualifying liver biopsy, and agrees to maintain a stable dose throughout the study when possible. 10. Subject has an ALT level at Screening between 55 and 250 IU/L, inclusive, and between 60 and 250 IU/L at one other occasion during the 6 months prior to Randomization. 11. If taking a statin, should be on stable dose for 6 months prior to screening. 12. If taking angiotensin receptor blockers and fish oil, should be on a stable dose for at least 3 month prior to screening. 13. If diabetic, the subject is on a stable dose of metformin, dipeptidyl peptidase-4 inhibitor, sulfonylurea or insulin or a combination thereof for at least 3 months prior to Screening.
NCT01703260	fl	exclusion	1. The subject has a history of chronic liver disease other than NASH eg, chronic or acute hepatitis, Wilson's disease, alcoholic liver diseases or any other non-NASH active liver disease. 2. Subjects with liver cirrhosis (of any cause) or laboratory or clinical signs of functional liver failure 3. Clinically relevant abnormal laboratory values suggesting an undiagnosed disease other than NASH requiring further clinical evaluation (as assessed by the Investigator). 4. The subject has active cancer or a history of a malignant disease (except basal cell carcinoma) within 5 years prior to Screening or any history of bladder cancer. 5. Subject with a history of weight loss or weight gain of >10 pounds within 6 months prior to Screening. 6. Subject with a history of bariatric surgery within 5 years prior to Screening. 7. The subject has received any investigational compound within 30 days prior to Screening or is currently participating in another clinical study. 8. The subject has a history of hypersensitivity or allergies to roflumilast or pioglitazone including any associated excipients. 9. The subject is required to take excluded medications. 10. The subject has taken oral or injectable glucocorticoids for longer than 7 days within 3 months prior to Screening. 11. The subject has poorly controlled Type 1 or Type 2 diabetes mellitus with an HbA1c ≥8.5 at Screening or per Investigator judgment. 12. The subject has hepatitis A, B or C. 13. The subject has severe immunological diseases (eg, known HIV infection, multiple sclerosis, lupus erythematosus, progressive multifocal leukoencephalopathy) assessed at Screening. 14. The subject had a history of diabetic gastroparesis or history of gastric bypass surgery. 15. The subject had a history of coronary angioplasty, coronary stent placement, coronary bypass surgery, or myocardial infarction within 6 months prior to Screening. 16. The subject had New York Heart Association heart failure of Class (II-IV) regardless of therapy. 17. The subject had a diastolic blood pressure greater than 100 mm Hg or a systolic blood pressure of greater than 160 mm Hg (The mean of the 3 serial BP measurements will be used to determine subject eligibility). 18. The subject has presence or history of psychotic disorder that may be associated with suicidal thinking, ideation or behavior. These disorders include, but are not limited to, depression, psychosis, psychotic disorder, and schizophrenia. Subjects will be monitored by Columbia-Suicide Severity Rating Scales throughout the duration of the study. 19. The subject has a history of drug abuse (defined as illicit drug use) or a history of alcohol abuse (defined as regular or daily consumption of more than 2 alcoholic drinks per day for women or 3 alcoholic drinks per day for men. One drink is equivalent to a 12-ounce beer, a 4-ounce glass of wine, or a 1-ounce shot of hard liquor.) within 1 year prior to the Screening visit. 20. The subject has a hemoglobin <120 g/L for men and <100 g/L for women. 21. The subject has received pioglitazone or roflumilast in a previous clinical study or as a therapeutic agent within 1 year prior to screening. 22. If female, the subject is pregnant or lactating or intending to become pregnant before, during, or within 1 month after participating in this study; or intending to donate ova during such time period. 23. The subject is an immediate family member, study site employee, or is in a dependent relationship with a study site employee who is involved in conduct of this study (eg, spouse, parent, child, sibling) or may consent under duress. 24. The subject has significant results from physical examinations or clinical laboratory results that, at the discretion of the investigator, would make it difficult to successfully manage and follow the subject according to the protocol.
NCT01745367	bc	inclusion	ECOG performance status of 0 or 1
NCT01745367	bc	inclusion	Confirmed available archival tumor tissue.
NCT01745367	bc	inclusion	Measurable disease per RECIST version 1.1
NCT01745367	bc	exclusion	Major surgery within 4 weeks or minor surgery or radiotherapy within 2 weeks of first dose of study drug
NCT01745367	bc	exclusion	Known history of central nervous system metastasis (subjects with previously treated (radiotherapy or surgery) brain metastasis that have been stable off steroids or enzyme-inducing antiepileptic drugs for at least 3 months following prior treatment may be enrolled)
NCT01745367	bc	exclusion	More than 1 prior systemic chemotherapy for treatment of locally recurrent or metastatic breast cancer (neoadjuvant and adjuvant therapy is allowed provided the subject did not progress within 12 months of taxane based therapy
NCT01745367	bc	exclusion	Prior treatment with VEGF pathway targeted agent
NCT01745367	bc	exclusion	Significant cardiovascular disease, including: uncontrolled hypertension; myocardial infarction or unstable angina within 6 months prior to administration of first dose of study drug; and symptomatic left ventricular dysfunction or baseline left ventricular ejection fraction (LVEF) by multigated acquisition scan (MUGA) or ECHO.
NCT01745367	bc	exclusion	Severe peripheral neuropathy ≥ Grade 2
NCT01745367	bc	exclusion	Significant hematologic, gastrointestinal, thromboembolic, vascular, bleeding, or coagulation disorders
NCT01745367	bc	exclusion	Significant serum chemistry or urinalysis abnormalities
NCT01745367	bc	inclusion	Locally recurrent or metastatic TNBC, defined as ER/PR <1%, HER2 0-1+, or 2+ with negative FISH
NCT01745367	bc	exclusion	Currently active second primary malignancy
NCT01750073	bc	exclusion	Pregnant and nursing women are excluded from this study
NCT01750073	bc	exclusion	Patients with known human immunodeficiency virus (HIV) infection, infectious hepatitis, type A, B or C, active hepatitis, or hepatic insufficiency
NCT01750073	bc	exclusion	Patients may not be receiving or have received any other investigational agents during/or within 1 month prior
NCT01750073	bc	exclusion	Patients with prior malignancy will be excluded except for adequately treated basal cell or squamous cell skin cancer, adequately treated noninvasive carcinomas
NCT01750073	bc	exclusion	Inability to cooperate with treatment protocol
NCT01750073	bc	inclusion	Women with histologically proven invasive breast cancer without distant metastases; a clinical tumor classification of tumor size must be at least 1 cm with or without clinical pathologic evidence of positive nodes
NCT01750073	bc	inclusion	Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT01750073	bc	inclusion	At least one lesion that can be accurately measured in two dimensions utilizing mammogram, ultrasound, or magnetic resonance imaging (MRI) images to define specific size and validate complete clinical and pathologic response
NCT01750073	bc	inclusion	Patients who received radiation therapy > 5 years ago for malignancies other than breast cancer and whose radiation therapy field is not overlapping with the 20% isodose line of current radiation field are eligible, provided that radiation therapy was completed > 5 years ago and that there is no evidence of the second malignancy at the time of study entry
NCT01750073	bc	inclusion	Absolute neutrophil count greater than or equal to 1,500/mcl
NCT01750073	bc	inclusion	Platelet count equal to or greater than 150,000/mcl
NCT01750073	bc	inclusion	Alkaline phosphatase equal or less than 1.5 times the upper limit of normal (ULN)
NCT01750073	bc	inclusion	Total bilirubin equal to or less than 1.5 times the ULN
NCT01750073	bc	inclusion	Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) no greater than 1.5 times the ULN
NCT01750073	bc	inclusion	Creatinine less than 1.5 times the ULN
NCT01750073	bc	inclusion	All included patients must have normal cardiac function as defined by an ejection fraction of >= 50% and no decrease in wall motion by echocardiogram
NCT01750073	bc	inclusion	The patient must be aware of the neoplastic nature of his/her disease and willingly provide written, informed consent after being informed of the procedure to be followed, the experimental nature of the therapy, alternatives, potential benefits, side-effects, risks, and discomforts
NCT01750073	bc	inclusion	Women of reproductive potential must be non-pregnant and non-nursing and must agree to employ an effective barrier method of birth control throughout the study and for up to 6 months following treatment
NCT01750073	bc	inclusion	Women of child-bearing potential must have a negative pregnancy test within 7 days of initiating study; (no childbearing potential is defined as age 55 years or older and no menses for two years or any age with surgical removal of the uterus and/or both ovaries)
NCT01750073	bc	exclusion	Any patient with inflammatory breast cancer or stage IV or confirmed metastatic disease
NCT01750073	bc	exclusion	Patients who have had any prior chemotherapy, or endocrine therapy for the treatment of breast cancer or any other cancer
NCT01750073	bc	exclusion	Patients who cannot undergo surgery
