nct_id	disease	type	txt
NCT00814697	alz	exclusion	There must not be any history of uncontrolled depression.
NCT00814697	alz	exclusion	Subjects newly diagnosed with AD and not yet receiving usual care are not eligible.
NCT00814697	alz	exclusion	There must not be any recent history of migraines.
NCT00814697	alz	inclusion	If subjects are determined by the PI to lack decisional capacity to consent to the study, a legally authorized representative must be available to sign the informed consent on behalf of the subject. In this case the assent of each subject will be obtained as well. If at any time the subject withdraws his or her assent, the subject will be disenrolled from the study.
NCT00814697	alz	exclusion	Subjects must not have pacemakers.
NCT00814697	alz	exclusion	Any other medical condition that is judged by the PI to make rTMS unsafe for the subject.
NCT00814697	alz	exclusion	They must not have a history of seizures or epilepsy.
NCT00814697	alz	inclusion	Subjects will score at or below 30 on the 60 item naming section of the Boston Diagnostic Aphasia and/or below 50% on the Controlled Word Association (CFL) Category Naming.
NCT00814697	alz	exclusion	They must not have a history of implanted metal objects.
NCT00814697	alz	exclusion	They must not be on any medications that will significantly lower the seizure threshold.
NCT00814801	alz	exclusion	Patients with multi-infarct dementia (brought on by a series of strokes) or active cerebrovascular disease
NCT00814801	alz	exclusion	Patients with clinically significant cardiovascular disease
NCT00814801	alz	inclusion	Exhibiting an onset and progression of cognitive dysfunction during at least 6 months prior to the screening period
NCT00814801	alz	inclusion	Having an Alzheimer's Disease Assessment Scale - Japan cognitive subscale (ADAS-J cog) score of at least 18
NCT00814801	alz	exclusion	Patients currently taking drugs such as a cholinesterase inhibitors, which improve cerebral circulation/metabolism
NCT00814801	alz	exclusion	Patients with cognitive dysfunction due to cerebral damage resulting from a lack of oxygen, a brain injury, etc
NCT00814801	alz	inclusion	Outpatients with a diagnosis of Alzheimer's disease according to the National Institute of Neurological and Communicative Disorders and the Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria
NCT00814801	alz	exclusion	Patients with neurodegenerative diseases other than Alzheimer's disease, such as Lewy bodies disease, (dementia due to tiny round structures made of proteins that develop within nerve cells in the brain), Parkinsonism, etc
NCT00814801	alz	inclusion	Having a Mini-Mental Status Examination (MMSE) score of 10 - 22 inclusive
NCT00817531	bc	exclusion	Presence of any concurrent medical condition that would increase the risk of toxicity, including the following: •Pleural or pericardial effusion of any grade •Uncontrolled angina •Congestive heart failure •Myocardial infarction within the past 6 months •Diagnosed congenital long QT syndrome •Any history of clinical significant ventricular arrhythmias (such as ventricular tachycardia, ventricular fibrillation, or Torsades de pointes) •Prolonged QTc interval (> 450 ms) on pre-study ECG •Uncorrectable hypokalemia or hypomagnesia •Significant bleeding disorder unrelated to cancer, including: - History of congenital bleeding disorders (e.g. von Willebrand's disease) - Acquired bleeding disorder that has been diagnosed within the past year (e.g. acquired anti-factor VIII antibodies) - Ongoing or recent (less than or equal to 3 months) significant gastrointestinal bleeding.
NCT00817531	bc	inclusion	Signed, written informed consent, including a HIPAA form, as per institutional guidelines.
NCT00817531	bc	exclusion	Subjects taking any prohibited medications will be excluded from study, as defined in Section 6.5 of the study protocol.
NCT00817531	bc	exclusion	Dementia, altered mental status, or any psychiatric condition that would prohibit the understanding or rendering of informed consent.
NCT00817531	bc	exclusion	WOCBP who are pregnant or breastfeeding or who are unwilling to use an acceptable method of contraception for the duration of study therapy and for at least 4 weeks after cessation of study drug.
NCT00817531	bc	inclusion	Women of childbearing potential (WOCBP) must have a negative serum or urine pregnancy test (sensitivity < 25 IU/L) within 72 hours prior to beginning study medication.
NCT00817531	bc	inclusion	Subject must not be taking any prohibited medications, as defined in Section 6.5 of the study protocol.
NCT00817531	bc	exclusion	Locally recurrent breast cancer.
NCT00817531	bc	inclusion	Ability to swallow and retain oral medications (dasatinib must be swallowed whole).
NCT00817531	bc	inclusion	Subjects must have measurable* tumor at the primary site. *Measurable disease is defined as follows: Any mass that can be reproducibly measured by physical examination, mammogram, and/or ultrasound and can be accurately measured in at least one dimension (longest diameter to be recorded) as 10 mm (1 cm).
NCT00817531	bc	inclusion	WOCBP must agree to utilize an adequate method of contraception throughout treatment, and for at least 4 weeks after stopping study medication.
NCT00817531	bc	inclusion	Subject's age must be greater than or equal to 18 years.
NCT00817531	bc	exclusion	Dementia, altered mental status, or any psychiatric condition that would prohibit the understanding or rendering of informed consent.
NCT00817531	bc	inclusion	Women may have been taking tamoxifen or raloxifene as a preventive agent prior to study entry but must have discontinued the drug for at least 21 days prior to study enrollment.
NCT00817531	bc	inclusion	 Women diagnosed with triple negative breast cancer (breast cancer is not estrogen receptor positive (ER+), progesterone receptor positive (PgR+) or human epidermal growth factor receptor positive (HER2+)
NCT00817531	bc	exclusion	Active or uncontrolled infection.
NCT00817531	bc	exclusion	History of prior chemotherapy for breast cancer.
NCT00817531	bc	inclusion	Clinical stage II or stage III invasive mammary carcinoma, confirmed by histological analysis, as defined in the study protocol.
NCT00817531	bc	exclusion	History of malignancy requiring radiotherapy or systemic treatment within the past 5 years.
NCT00817531	bc	inclusion	Adequate organ function, as defined by the following: a) Total bilirubin < 2.0 times the institutional Upper Limit of Normal (ULN) b) Hepatic enzymes (AST, ALT ) ≤ 2.5 times the institutional ULN c) Serum sodium, potassium, magnesium, phosphate, and calcium levels greater than or equal to the Lower Limit of Normal (LLN). d) Serum Creatinine < 1.5 time the institutional ULN e) Hemoglobin, Neutrophil count, Platelets, PT, PTT all Grade 0-1, as defined by the NCI CTCAE v3.0.
NCT00817531	bc	inclusion	Ability to swallow and retain oral medications (dasatinib must be swallowed whole). 10. Subject must not be taking any prohibited medications, as defined in Section 6.5 of the study protocol. 11. Women of childbearing potential (WOCBP) must have a negative serum or urine pregnancy test (sensitivity < 25 IU/L) within 72 hours prior to beginning study medication. 12. WOCBP must agree to utilize an adequate method of contraception throughout treatment, and for at least 4 weeks after stopping study medication. 13. Signed, written informed consent, including a HIPAA form, as per institutional guidelines.
NCT00817531	bc	inclusion	Patients with a prior history of contralateral breast cancer are eligible if they have no evidence of recurrence of their initial primary breast cancer within the past 5 years.
NCT00817531	bc	inclusion	No history of prior chemotherapy for primary breast cancer.
NCT00817531	bc	inclusion	ECOG Performance Status of 0-1.
NCT00829374	alz	exclusion	Major structural brain disease
NCT00829374	alz	exclusion	Unstable medical condition or significant hepatic or renal disease
NCT00829374	alz	exclusion	Other causes of dementia
NCT00829374	alz	inclusion	Stable on donepezil for at least 6 months
NCT00829374	alz	inclusion	Mini-Mental State Examination (MMSE) score between 12 and 24, inclusive
NCT00829374	alz	inclusion	Probable AD (Diagnostic Statistical Manual of Mental Disorders-IV-Text Revision (DSM-IV-TR))
NCT00829374	alz	inclusion	Mild-to-moderate Alzheimer's disease (AD)
NCT00838110	alz	exclusion	Have any major medical illness or unstable medical condition within six months of screening that may interfere with the patient's ability to comply with study procedures and abide by study restrictions.
NCT00838110	alz	exclusion	Reside in a nursing home or assisted care facility with need for 24-hour care and supervision.
NCT00838110	alz	inclusion	If not taking existing anti-dementia therapy, have not received therapy with cholinesterase inhibitors and/or memantine within 60 days prior to dosing in this study.
NCT00838110	alz	exclusion	Have not been on a stable dose of anti-dementia therapy for at least 60 days prior to dosing or intend to start anti-dementia therapy during the double blind portion of the study.
NCT00838110	alz	inclusion	MMSE 12-26 inclusive.
NCT00838110	alz	inclusion	Diagnosis of Alzheimer's Disease.
NCT00838110	alz	inclusion	If on existing anti-dementia therapy, have been on a stable dose of anti-dementia therapy (cholinesterase inhibitors and/or memantine) for at least 60 days prior to dosing in study.
NCT00838110	alz	exclusion	Have major structural brain disease (e.g., ischemic infarcts, subdural hematoma, hemorrhage, hydrocephalus, brain tumors, multiple subcortical ischemic lesions, or a single lesion in a critical region [e.g., thalamus, hippocampus]).
NCT00842673	alz	exclusion	Subjects who have experienced a myocardial infarction with the past year.
NCT00842673	alz	exclusion	Subjects with chronic hepatic disease.
NCT00842673	alz	inclusion	Diagnostic evidence of mild to moderate Alzheimer's disease.
NCT00842673	alz	inclusion	CT or MRI results within the past 12 months that rule out dementia due to non-Alzheimer's etiology.
NCT00842673	alz	exclusion	Dementia caused or complicated by other organic disease
NCT00842673	alz	exclusion	Subjects with a recent history of hematologic/oncologic disorders.
NCT00842673	alz	exclusion	Subjects with B12 or folate deficiency.
NCT00842673	alz	exclusion	Subjects who reside in a skilled nursing facility.
NCT00842673	alz	inclusion	A reliable and capable caregiver.
NCT00843518	alz	exclusion	Have currently active significant medical, neurological, or psychiatric problems that are not allowed in this trial or other brain disorders.
NCT00843518	alz	inclusion	Have a reliable and actively involved caregiver who must be able to communicate in English and be willing to comply with protocol requirements.
NCT00843518	alz	inclusion	Understand English.
NCT00843518	alz	exclusion	Does not score ≤4 on the Modified Hachinski Ischemia Scale for vascular dementia.
NCT00843518	alz	inclusion	Weight greater than or equal to 45 kilograms (kg).
NCT00843518	alz	exclusion	Have received acetylcholinesterase inhibitor (AChEIs) or memantine for less than 4 months, or have less than 2 months of stable therapy on these treatments by Visit 2.
NCT00843518	alz	exclusion	Meet DSM-IV-TR or Delirium Rating Scale-Revised-98 criteria for delirium.
NCT00843518	alz	inclusion	Have clinically significant and persistent verbal or physical agitation and/or verbal or physical aggression behaviors that are disruptive to daily functioning or potentially harmful and occurred at least 3 days per week over the past 4 weeks prior to study entry.
NCT00843518	alz	inclusion	Community-dwelling participants with a diagnosis of probable Alzheimer's disease (AD) based on disease criteria from the National Institute of Neurological and Communicative Disorders and Stroke (NINCDS) and the Alzheimer's Association. Mini Mental State Examination (MMSE) score from 6 to 26 inclusive; Neuropsychiatric Inventory-10 (NPI-10) total score greater than or equal to 10.
NCT00843518	alz	inclusion	Are men or women at least 60 years old.
NCT00843518	alz	exclusion	Have a magnetic resonance imaging (MRI) or computer tomography (CT) scan on file since the onset of symptoms of AD and performed within the past 24 months that is inconsistent with a diagnosis of AD.
NCT00843518	alz	exclusion	Have a current, required use, or expected use of psychoactive drugs or other medications not allowed in this trial.
NCT00855868	alz	exclusion	psychiatric disorder
NCT00855868	alz	inclusion	Normal subjects: mini-mental state examination (MMSE) 27-30, clinical dementia rating (CDR) = 0, no symptoms of depression
NCT00855868	alz	inclusion	Alzheimer's subjects: MMSE 18-26, CDR >=0.5, University of Pennsylvania Alzheimer's Disease Center consensus diagnosis of probable AD, absence of abnormalities on MRI
NCT00855868	alz	exclusion	residence in nursing facility
NCT00855868	alz	exclusion	evidence of MRI abnormality
NCT00855868	alz	exclusion	participation in clinical trial with experimental medication in past 1 month
NCT00855868	alz	exclusion	other neurological disease
NCT00855868	alz	exclusion	clinically significant lab abnormalities
NCT00855868	alz	exclusion	alcohol abuse
NCT00857233	alz	inclusion	Ambulatory outpatients with moderate to severe dementia of the Alzheimer's type who have completed the 24-week Study 10158 and who have a knowledgeable and reliable caregiver who will accompany the patient to all clinic visits during the course of the study.
NCT00857233	alz	exclusion	Diseases/medication which judged by the investigator could interfere with the assessments of safety, tolerability or efficacy.
NCT00857415	alz	exclusion	Are aggressively being treated with life sustaining measures (e.g. currently on respirator; receiving high dose chemotherapy);
NCT00857415	alz	exclusion	Have had a radiopharmaceutical imaging or treatment procedure within 7 days prior to the study imaging session; or
NCT00857415	alz	exclusion	Have ever participated in an experimental study with an amyloid targeting agent (e.g. anti-amyloid immunotherapy, secretase inhibitor);
NCT00857415	alz	exclusion	Have a clinically significant infectious disease, including Acquired Immune Deficiency Syndrome (AIDS), Human Immunodeficiency Virus (HIV) infection, previous positive test for hepatitis or HIV or Creutzfeldt-Jakob disease (CJD);
NCT00857415	alz	exclusion	Have primary brain tumor, known metastases to the brain, central nervous system (CNS) lymphoma;
NCT00857415	alz	exclusion	Are females of childbearing potential who are pregnant or not using adequate contraception.
NCT00857415	alz	exclusion	Have any major, focal structural loss of brain matter;
NCT00857415	alz	exclusion	Are receiving any investigational medications, or have participated in a trial with investigational medications within the last 30 days;
NCT00857506	alz	inclusion	All subjects who enrolled in study AV-45-A05(NCT00702143), received 18F-AV-45, and completed a PET scan will be eligible to enroll in this trial.
NCT00880412	alz	exclusion	BUN, creatinin > 1.5 UNL.
NCT00880412	alz	exclusion	ALAT, ASAT, ALP > 2.5 times the upper normal limit (UNL), total bilirubin > 1.5 UNL or history of significant liver pathology including hepatitis caused by drugs, HBV, HCV.
NCT00880412	alz	exclusion	QTc interval (Bazett's correction) ≥ 430 msec for male and ≥ 450 msec for female at screening.
NCT00880412	alz	exclusion	Current or recent history of drug or alcohol abuse or dependence.
NCT00880412	alz	exclusion	Laboratory values (biochemistry, haematology, urinalysis) considered as clinically significant and/or that may interfere with study assessments, according to the investigator.
NCT00880412	alz	inclusion	Neurological exam without any particularities or without any specific focal signs likely to be related to other conditions than AD.
NCT00880412	alz	exclusion	Participation in another study within 1 month prior to screening and during the whole duration of the study.
NCT00880412	alz	exclusion	Patient not registered at "Sécurité Sociale".
NCT00880412	alz	inclusion	Written informed consent obtained from the patient or, if appropriate, from legal representative according to local laws and regulations. The caregiver will also have to sign a specific informed consent form regarding his/her participation in the study.
NCT00880412	alz	exclusion	Low blood level of vitamin B12, TSH levels out of normal range at screening.
NCT00880412	alz	inclusion	Patient with a cerebral CT-scan or cerebral MRI compatible with AD diagnosis, with no brain lesions that may be related to another diagnosis and that could be responsible for the current patient's condition (ex, but not limited to, non-AD dementia, brain injury, brain tumour, stroke, normal pressure hydrocephalus,…). A cerebral CT-scan or cerebral MRI has to be performed and results have to be available prior patient's randomization if the results of the brain imagery performed to settle the AD diagnosis are not available in the patient's file. Brain imaging has also to be performed if considered necessary by the investigator, such as in case of emerging neurological symptoms or in case of worsening of existing neurological symptoms.
NCT00880412	alz	inclusion	Mild to moderate AD with a MMSE total score ≥ 12 and ≤ 24 at screening.
NCT00880412	alz	inclusion	Patient and patient's caregiver able to comply with study procedures, notably regarding the drug intake at the end of the meal which has to be supervised by the caregiver or another competent person.
NCT00880412	alz	exclusion	Systolic blood pressure ≥ 160 mmHg and/or diastolic blood pressure ≥ 90 mmHg at screening and/or randomisation.
NCT00880412	alz	exclusion	Current major depressive disorder, either treated or not, associated with clinically significant symptoms.
NCT00880412	alz	exclusion	History or presence of clinically conditions that may interfere with product metabolism or with study assessments.
NCT00880412	alz	inclusion	Patient treated for AD treatment with one AChEI (donepezil, galantamine, or rivastigmine), according to the recommended posology mentioned in the summary of product characteristics, for at least 3 months and with a stable dose for at least 2 months prior to screening. The dose should be kept unchanged throughout the study duration.
NCT00880412	alz	exclusion	Current forbidden medication intake or intake within 2 weeks prior to screening.
NCT00880412	alz	exclusion	Diagnosis of vascular dementia according to NINDS-AIREN criteria, or other non-AD dementia, or CNS pathology (including but not limited to brain injury, brain tumour, stroke, normal pressure hydrocephalus, Parkinson's disease, epilepsy,multiple sclerosis,…) that may be responsible for dementia.
NCT00880412	alz	inclusion	Patient having a clinical diagnosis of probable AD according to National Institute of Neurological and Communicative Disorders and Stroke/Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria.
NCT00880412	alz	inclusion	No contra-indication to AChEI treatment and absence of significant adverse events considered to be related to AChEI treatment at screening and randomisation.
NCT00880412	alz	inclusion	Ambulatory male or female patient, aged 60-90 years old included at screening, and living at home.
NCT00880412	alz	exclusion	Recent history (within the past year prior to inclusion) or current cardiovascular pathology and/or symptoms considered as clinically significant, including but not limited to angina pectoris, uncontrolled arrhythmia, significant ECG abnormalities. Lifetime history of heart failure, myocardial infarction, severe and/or uncontrolled angina pectoris,and/or ventricular arrhythmia disqualifies the patient.
NCT00880412	alz	exclusion	History or current clinically significant psychiatric pathology (including but not limited to psychotic disorders, bipolar disorder, personality disorders) that may interfere with study assessments.
NCT00880412	alz	exclusion	Clinically significant pathology and/or uncontrolled condition, including but not limited to cancer, infectious (like AIDS), gastro-intestinal, hepatic, renal, respiratory, endocrine(like diabetes mellitus, thyroiditis) pathology.
NCT00884507	alz	inclusion	probable Alzheimer's disease;
NCT00884507	alz	exclusion	untreated/non-stabilized major depressive disorder;
NCT00884507	alz	exclusion	other significant neurological disorder;
NCT00884507	alz	exclusion	dementia due to condition other than Alzheimer's disease;
NCT00884507	alz	inclusion	not requiring nursing home care, but looked after by a caregiver/carer.
NCT00884507	alz	inclusion	MMSE score at screening of 13-22;
NCT00884507	alz	inclusion	adult patients, >/=50 years of age;
NCT00884507	alz	inclusion	under stable donepezil treatment given at a fixed dose of 5 or 10mg daily for >=4 months prior to baseline;
NCT00884507	alz	exclusion	bipolar disorder, schizophrenia, or any other serious psychiatric condition.
NCT00890890	alz	exclusion	Any other experimental therapy with 30-days of study entry
NCT00890890	alz	exclusion	Significant drug allergy
NCT00890890	alz	exclusion	Geriatric Depression Scale ≥ 6
NCT00890890	alz	exclusion	Hematologic or solid malignancy within 5 years
NCT00890890	alz	exclusion	DSM-IV diagnosis of Dementia History of stroke
NCT00890890	alz	exclusion	Prisoners, compulsory psychiatric patients, or residents of nursing home or skilled nursing facility at entry
NCT00890890	alz	inclusion	CSF aβ42 levels < 200pg/mL or Total Tau/aβ42 ratio of ≥ 0.39
NCT00890890	alz	exclusion	Immunocompromised
NCT00890890	alz	exclusion	Premenopausal women
NCT00890890	alz	inclusion	Must be able to swallow capsules
NCT00890890	alz	exclusion	Unstable Vitamin B-12 deficiency
NCT00890890	alz	inclusion	Memory complaint by subject or study partner
NCT00890890	alz	exclusion	Active peptic ulcer, GI bleed, chronic inflammatory bowel disease, chronic diarrhea or past GI surgery that would impact drug absorption
NCT00890890	alz	exclusion	Alcohol or drug abuse history with 12-months of study entry
NCT00890890	alz	inclusion	CT results consistent with Alzheimer's disease
NCT00890890	alz	inclusion	Score of ≤4 on the Modified Hachinski Ischemia Scale
NCT00890890	alz	inclusion	Medically stable
NCT00890890	alz	inclusion	Reliable study partner
NCT00890890	alz	inclusion	Patient meets clinical criteria for prodromal Alzheimer's disease (MMSE 24-30)
NCT00890890	alz	inclusion	6 years education
NCT00890890	alz	exclusion	Unstable medical condition
NCT00895895	alz	inclusion	Mini-Mental State Examination (MMSE) score of 12 to 24 at screening
NCT00895895	alz	inclusion	Rosen Modified Hachinski Ischemic score < or equal to 4 at screening.
NCT00895895	alz	exclusion	Use of prescription or nonprescription medications for cognitive enhancement (including memantine, ginkgo biloba, huperzine A, and cholinesterase inhibitors) within 3 months before the baseline visit.
NCT00895895	alz	exclusion	Relevant neurologic disease other than Alzheimer Disease that may affect cognition or ability to complete the study.
NCT00895895	alz	exclusion	Current major depressive disorder or other current major psychiatric disorder.
NCT00895895	alz	inclusion	Diagnosis of probable Alzheimer Disease according to the National Institute of Neurological and Communicative Disorders and Stroke-Alzheimer's Diseases and Related Disorders Association (NINCDS-ADRDA) criteria.
NCT00895895	alz	exclusion	History of clinically evident stroke or clinically important carotid or vertebrobasilar stenosis or plaque.
NCT00904683	alz	exclusion	Has serious or unstable illness(es)
NCT00904683	alz	inclusion	If receiving concurrent AD treatment, must be on the medication for at least 4 months at a stable dose for at least 2 months prior to randomization
NCT00904683	alz	inclusion	Modified Hachinski Ischemia Scale score of less than or equal to 4
NCT00904683	alz	inclusion	A magnetic resonance imaging (MRI) or computerized tomography (CT) scan in the last 2 years with no findings inconsistent with a diagnosis of AD
NCT00904683	alz	inclusion	Geriatric Depression Scale score of less than or equal to 6
NCT00904683	alz	exclusion	Has had multiple episodes of head trauma or history within the last 5 years of a serious infectious disease affecting the brain
NCT00904683	alz	inclusion	Meets criteria for mild to moderate Alzheimer's Disease (AD) with Mini-Mental State Examination score of 16 through 26 at screening
NCT00904683	alz	exclusion	Requires treatment with another monoclonal antibody
NCT00904683	alz	exclusion	Does not have a reliable caregiver who is in frequent contact with patient (at least 10 hours per week)
NCT00904683	alz	exclusion	Has any contraindications for MRI studies
NCT00904683	alz	exclusion	Has allergies to humanized monoclonal antibodies
NCT00904683	alz	exclusion	Does not have good venous access, such that intravenous (IV) drug delivery would be difficult
NCT00904683	alz	exclusion	Chronic alcohol and/or drug abuse within the past 5 years
NCT00904683	alz	exclusion	Meets National Institute of Neurological Disorders and Stroke/Association Internationale pour la Recherche et l'Enseignement en Neurosciences (NINDS/AIREN) criteria for vascular dementia
NCT00908492	alz	exclusion	Care recipients who are confined to bed most of the day or are minimally-responsive to touch or the environment are excluded
NCT00908492	alz	exclusion	planning to place care recipient in long term care within the next year
NCT00908492	alz	exclusion	Caregiver:
NCT00908492	alz	exclusion	does not live with the care recipient
NCT00908492	alz	inclusion	The care recipients need to have a diagnosis of dementia
NCT00908492	alz	inclusion	Caregiver reports that the care recipient has at least one limitation in basic activities of daily living (ADL) or two dependencies in instrumental activities of daily living (IADLs)
NCT00908492	alz	exclusion	has poor health (undergoing treatments for cancer, hospitalized more than three times in past year)
NCT00908492	alz	inclusion	be at least 21 years of age
NCT00908492	alz	inclusion	The caregiver must:
NCT00908492	alz	inclusion	The caregiver must be the primary caregiver
NCT00908492	alz	inclusion	provide at least 2 hours of care per day
NCT00908492	alz	inclusion	be caregiving for at least 6 months and
NCT00912288	alz	exclusion	Have taken medicines for Alzheimers disease other than memantine (e.g., donepezil, rivastigmine, galantamine, tacrine) within 2 months prior to this study.
NCT00912288	alz	inclusion	Are men and women ≥ 50 years of age with a diagnosis of Alzheimers disease.
NCT00912288	alz	exclusion	Dementia other than Alzheimers disease.
NCT00912288	alz	inclusion	Must have a caregiver who assists the patient at least five days per week for at least three hours per day, who can accompany patient to study visits, and who has an intimate knowledge of the patient's health states and personal care.
NCT00912288	alz	inclusion	Have a Mini-Mental State Exam between 5 and 14 inclusive.
NCT00912288	alz	exclusion	Any medical condition or reason that interferes with the ability of the patient to participate in or complete the trial or places the patient at undue risk, as judged by the study doctor.
NCT00912288	alz	inclusion	Have been taking the medication memantine (ie., Namenda) for at least six months prior to this study.
NCT00916617	alz	inclusion	Completed preceding double-blind study (3133L1-2203 US)
NCT00916617	alz	inclusion	Diagnosis of probable Alzheimer disease
NCT00916617	alz	inclusion	MMSE score > 9.
NCT00916617	alz	exclusion	Significant brain MRI abnormalities
NCT00916617	alz	exclusion	Clinically important psychiatric symptoms
NCT00916617	alz	exclusion	History of stroke
NCT00930059	alz	inclusion	Mild to moderate Alzheimer's disease (MMSE 14-26)
NCT00930059	alz	exclusion	Significant cardiovascular disease in the past 6 months
NCT00930059	alz	exclusion	Illness other than Alzheimer's disease that could contribute to cognitive impairment
NCT00930059	alz	exclusion	History of stroke or seizure disorder
NCT00930059	alz	inclusion	Good general health (such controlled conditions as Type 2 diabetes and hypertension allowed)
NCT00930059	alz	exclusion	Use of acetylcholinesterase inhibitors (donepezil, rivastigmine, or galantamine) or memantine within 12 weeks of the start of the study
NCT00934050	alz	exclusion	Subject has no new medical contraindications to continued participation in the study.
NCT00934050	alz	inclusion	This study is open only to subjects who have completed the week 78 visit in Study ELND005-AD201 while taking their assigned dose of study drug medication.
NCT00939783	alz	exclusion	Have any severe acute or chronic medical or psychiatric condition or laboratory abnormality that may increase the risk associated with study participation or investigational product administration or may interfere with the interpretation of study results and, in the judgment of the investigator, would make the patient inappropriate for entry into this study.
NCT00939783	alz	inclusion	Completion of previous Phase 3 Dimebon study (B1451027).
NCT00939822	alz	exclusion	Metal implants, or metal debris in body (MRI)
NCT00939822	alz	exclusion	Contraindications to MRI (for MRI sub-study)
NCT00939822	alz	exclusion	Currently on cholesterol-lowering medication or use in past 4 months
NCT00939822	alz	exclusion	Currently pregnant or planning to become pregnant
NCT00939822	alz	exclusion	Elevated creatine kinase and creatinine lab values
NCT00939822	alz	exclusion	Use of medications known to interact with statins
NCT00939822	alz	exclusion	Contraindication to lumbar puncture
NCT00939822	alz	exclusion	History of heart attack, heart problems, stroke and/or diabetes
NCT00939822	alz	exclusion	Use of large quantities of grapefruit juice (more than 1 quart per day)
NCT00939822	alz	exclusion	Drinking more than a quart of grapefruit juice per day
NCT00939822	alz	exclusion	History of adverse reaction to statins
NCT00939822	alz	exclusion	List of medications that interact with simvastatin
NCT00939822	alz	inclusion	Age 40-72
NCT00939822	alz	exclusion	History of dementia or mild cognitive impairment
NCT00939822	alz	exclusion	Active liver disease
NCT00939822	alz	inclusion	Parent diagnosed with Alzheimer's disease
NCT00948909	alz	exclusion	The subject has a known hypersensitivity to donepezil, piperidine derivatives, or any of the excipients in either donepezil hydrochloride or ABT-126 formulations.
NCT00948909	alz	inclusion	The subject meets the NINCDS/ADRDA criteria for probable AD.
NCT00948909	alz	inclusion	The subject has a Modified Hachinski Ischemic Scale (MHIS) score of less than or equal to 4 at Screening Visit 1.
NCT00948909	alz	exclusion	The subject has a history of intolerance or adverse reaction to donepezil that led to discontinuation.
NCT00948909	alz	exclusion	Patient uses non-prescribed drugs of abuse or has a history of drug or alcohol abuse/dependence.
NCT00948909	alz	inclusion	The subject has a Mini-Mental Status Examination (MMSE) total score of 10 to 24, inclusive, at Screening Visit 1.
NCT00948909	alz	inclusion	If female, subject must be postmenopausal for at least two years or surgically sterile
NCT00948909	alz	exclusion	The subject has reported history of discontinuation of donepezil due to lack of efficacy.
NCT00948909	alz	exclusion	The subject has a history of any significant neurologic disease other than AD.
NCT00948909	alz	inclusion	The subject has an identified, reliable, caregiver.
NCT00948909	alz	inclusion	The subject is a male or female between the ages of 55 and 90 years, inclusive, at Screening Visit 1.
NCT00948909	alz	exclusion	The subject is currently taking or has taken a medication for the treatment of Alzheimer's disease or dementia within 60 days prior to Screening Visit 1
NCT00948909	alz	exclusion	In the opinion of the investigator, the subject has any clinically significant uncontrolled medical or psychiatric illness.
NCT00948909	alz	exclusion	Subjects with AST and ALT values at Screening Visit 1 that are greater than or equal to 1.5-fold the upper limit of normal (ULN).
NCT00951834	alz	inclusion	early stage of AD (Diagnosis DSM-IV and NINCDS/ADRDA, Dubois-criteria 2007)
NCT00951834	alz	exclusion	no readiness to save and refer pseudonym personal data
NCT00951834	alz	exclusion	co-medication with NSAIDs (longterm medication) (ASS is not an exclusion criteria), Gingko- or other natural extracts, other anti-dementiva except of Donepezil
NCT00951834	alz	inclusion	co-medication with Donepezil (Aricept®, Pfizer Pharma GmbH) with at least 3 months to maximum 6 months of existing stable medication
NCT00951834	alz	inclusion	maximum of 2 cups of black tea/die, no green tea, not more than > 500 ml/die of grapefruit juice
NCT00951834	alz	exclusion	any condition disturbing or making MRI and other measures impossible
NCT00951834	alz	inclusion	patient lives at home with at least one relative who perform external ratings/assessment
NCT00951834	alz	exclusion	current intake of cytochrom P450 3A4-inhibitors or -inductors, such as antimycotics of the azol-type or macrolide-antibiotics
NCT00951834	alz	exclusion	clinically relevant GI-disorders at screening and 1 year before
NCT00951834	alz	exclusion	familial autosomal-dominant inherited AD
NCT00951834	alz	exclusion	clinically relevant lung, infectious, heart or other CNS disorders, clinical or paraclinical suspicion of TBC, history of vascular CNS-disorders at screening and 1 year before
NCT00951834	alz	exclusion	hospitalisation due to juridical or legal regulation
NCT00951834	alz	exclusion	Liver dysfunction:
NCT00951834	alz	inclusion	age 60-100
NCT00951834	alz	exclusion	missing informed consent
NCT00951834	alz	exclusion	participation in any clinical trial < 3 months prior to screening or ongoing
NCT00951834	alz	exclusion	known allergy of elements of Sunphenon EGCg or additives of Sunphenon EGCg resp. placebo
NCT00951834	alz	exclusion	Marrow dysfunction:
NCT00951834	alz	exclusion	HB < 8,5 g/dl
NCT00951834	alz	exclusion	clinical-anamnestic or paraclinical manifestations suggesting an alcohol or drug abuse
NCT00951834	alz	exclusion	massive and extended sun exposure
NCT00951834	alz	exclusion	ASAT/ALAT > 3.5 x higher than the upper reference value
NCT00951834	alz	exclusion	any medical, psychiatric or other condition which might constrain the ability of the patient to understand the informed consent, to give consent, to adhere to the protocol or to accomplish the study
NCT00951834	alz	exclusion	clinically relevant functional disorders of liver, kidney or bone marrow defined by following lab values at screening:
NCT00951834	alz	exclusion	instable medical condition
NCT00951834	alz	inclusion	MMSE 20-26
NCT00951834	alz	exclusion	clinically relevant liver disorders at screening and 1 year before
NCT00951834	alz	exclusion	long-term hepatotoxic medication
